>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 13440 candidates, totalling 67200 fits
0 params - {'clf__algorithm': 'auto', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6803 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6804 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.01
6805 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.01
6806 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6807 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6808 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.64; std - 0.00
6809 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.64; std - 0.00
6810 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.64; std - 0.00
6811 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.64; std - 0.00
6812 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6813 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6814 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6815 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6816 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6817 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6818 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6819 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6820 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6821 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6822 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6823 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6824 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6825 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6826 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6827 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6828 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.67; std - 0.00
6829 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.67; std - 0.00
6830 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.67; std - 0.00
6831 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.67; std - 0.00
6832 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6833 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6834 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6835 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6836 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6837 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6838 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6839 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6840 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6841 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6842 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6843 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6844 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6845 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6846 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6847 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6848 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6849 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6850 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6851 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6852 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6853 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6854 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6855 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6856 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6857 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6858 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6859 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6860 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6861 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6862 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6863 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6864 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6865 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6866 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6867 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6868 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6869 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6870 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6871 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6872 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6873 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6874 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6875 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6876 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6877 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6878 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6879 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6880 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6881 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6882 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6883 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6884 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6885 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6886 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6887 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6888 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'manhattan', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
